application_id_eri,application_id,info_source,applicant_id_eri,applicant_id,application_status,range,application_date,application_signed,followup_done,followup_details,applied_previously,applied_previously_date,previously_approved,application_experience,application_comments
Apply_244,CZL 6,Historic,App_633,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_245,CZL 44,Call,App_634,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_246,MISSING,Call,App_637,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,Doesn't have much to say. Applied and didn't have a follow-up,NA
Apply_247,MISSING,Historic,App_641,268.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_248,MISSING,Call,App_642,357.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_249,CZL 57,Historic,App_643,338.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_250,BMP 35,Historic,App_647,None,,MISSING,2015-01-05 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_251,CZL 9,Call,App_648,363.0,Permit Awarded,Orange Walk,2015-03-03 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"He didn't know it was illegal to have parrots. Someone told FD he had one and around the same time they were registering, so they approached his home and registered the bird there.",NA
Apply_252,MISSING,Call,App_649,302.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_254,BMP 31,Historic,App_655,None,,MISSING,2014-12-31 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_255,MISSING,Call,App_658,90.0,,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Went to cayo and everything was good,NA
Apply_256,MISSING,Historic,App_667,245.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_257,MISSING,Historic,App_669,64.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_258,MISSING,Call,App_670,227.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"When FD registered the bird, she told them to take it away. However, they told her the bird was already old and therefore would not survive in the wild.",NA
Apply_259,MISSING,Call,App_679,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_260,MISSING,Historic,App_681,254.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_261,CZL 126,Historic,App_683,None,,MISSING,2016-10-17 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_262,BMP 33,Historic,App_687,None,,MISSING,2015-07-01 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_263,MISSING,Call,App_688,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_264,CZL 101,Historic,App_691,None,,MISSING,2016-08-15 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_265,MISSING,Historic,App_692,213.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_266,BMP 75,Historic,App_703,None,,MISSING,2014-12-23 00:00:00,Yes,Yes,Closed,No,NA,NA,MISSING,NA
Apply_267,CZL 78,Historic,App_704,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_268,MISSING,Historic,App_711,284.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_270,CZL 79,Historic,App_717,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_271,MISSING,Call,App_719,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_272,MISSING,Historic,App_727,153.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_273,MISSING,Call,App_732,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good got bird banded,NA
Apply_274,CZL 108,Historic,App_736,None,,MISSING,2016-09-27 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_275,MISSING,Call,App_738,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,FD approached her home. They banded & registered the bird there.,NA
Apply_276,MISSING,Historic,App_739,75.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_277,CZL 98,Call,App_740,None,,MISSING,2016-06-30 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,FD approached her home. They banded & registered the bird there.,NA
Apply_278,CZL 103,Historic,App_741,None,,MISSING,2016-08-30 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_279,CZL 151*,Historic,App_748,None,,MISSING,2017-06-23 00:00:00,Yes,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_280,MISSING,Historic,App_749,91.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_281,MISSING,Historic,App_750,247.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_282,MISSING,Call,App_751,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Good, was asked similar questions to the ones in this survey",NA
Apply_283,CZL 77,Historic,App_755,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_284,MISSING,Historic,App_758,221.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_285,CZL 92,Historic,App_760,None,,MISSING,2016-03-05 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_286,MISSING,Call,App_762,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_287,BMP 23,Historic,App_765,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_289,CZL 119,Historic,App_767,None,,MISSING,2016-09-29 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_290,MISSING,Call,App_775,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_291,MISSING,Call,App_778,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_292,MISSING,Call,App_779,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Formal, measured cage and banded bird.",NA
Apply_293,MISSING,Historic,App_782,253.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_294,CZL85,Historic,App_783,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_295,CZL 53,Historic,App_785,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_296,MISSING,Historic,App_786,246.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_297,MISSING,Historic,App_790,257.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_298,MISSING,Historic,App_793,216.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_299,MISSING,Historic,App_795,236.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_300,MISSING,Historic,App_796,304.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_301,CZL 109,Historic,App_800,None,,MISSING,2016-09-27 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_302,MISSING,Call,App_801,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fd were visiting homes & they registered & banded bird at his house. It was a professional interaction. He helped in locating other parrot owners.,NA
Apply_303,MISSING,Call,App_802,387.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_305,MISSING,Call,App_807,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_306,MISSING,Historic,App_809,287.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_307,MISSING,Call,App_810,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_309,CZL 93,Call,App_815,None,,MISSING,2016-03-06 00:00:00,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_310,MISSING,Call,App_818,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Husband went and filled out applicantion,NA
Apply_311,CZL 141,Historic,App_819,None,,MISSING,2016-10-25 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_312,BMP 52,Historic,App_820,None,,MISSING,2014-12-19 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_313,MISSING,Call,App_824,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_314,CZL 110,Historic,App_826,None,,MISSING,2016-09-27 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_316,MISSING,Historic,App_828,None,,MISSING,2017-07-20 00:00:00,No,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_317,CZL 58,Call,App_829,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_318,MISSING,Historic,App_833,224.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_319,MISSING,Call,App_834,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Did not recieve a band for the parrot.,NA
Apply_320,MISSING,Historic,App_839,298.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_321,CZL 42,Historic,App_840,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_322,CZL 132,Historic,App_842,None,,MISSING,2016-10-12 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_323,CZL 60,Historic,App_844,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_324,MISSING,Historic,App_849,377.0,,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_325,MISSING,Historic,App_849,377.0,,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_326,MISSING,Call,App_851,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_327,MISSING,Call,App_852,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Did it online, was great",NA
Apply_328,BMP 21,Call,App_854,None,,MISSING,2014-12-29 00:00:00,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_329,CZL 152*,Historic,App_1584,None,,MISSING,2017-01-20 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Unsure if 1 or 2 applications for App_1584
Apply_330,MISSING,Call,App_858,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_331,MISSING,Call,App_860,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_332,MISSING,Historic,App_869,238.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_333,CZL 91,Historic,App_871,None,,MISSING,2016-03-01 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_334,MISSING,Historic,App_873,281.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_335,CZL 82,Historic,App_875,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_336,MISSING,Historic,App_878,233.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_337,CZL 125,Historic,App_881,None,,MISSING,2016-10-17 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_338,CZL 145,Historic,App_885,None,,MISSING,2016-10-28 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_339,MISSING,Call,App_891,277.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,U,NA
Apply_340,MISSING,Call,App_892,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_341,MISSING,Historic,App_894,79.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_342,CZL 156*,Historic,App_897,336.0,Permit Awarded,Orange Walk,2017-07-19 00:00:00,Yes,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_343,MISSING,Call,App_899,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_344,BMP 36,Historic,App_901,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_345,CZL 130,Historic,App_904,None,,MISSING,2016-10-18 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_346,MISSING,Historic,App_909,83.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_347,MISSING,Historic,App_913,354.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_348,MISSING,Call,App_914,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_349,MISSING,Call,App_918,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good but didn't get bird banded,NA
Apply_350,MISSING,Call,App_919,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Didn't get a response so doesn't have much to say,NA
Apply_351,MISSING,Call,App_920,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,"The applicant contacted FD twice but was only told, ""application still in process"".",NA
Apply_352,CZL 51,Historic,App_921,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_353,MISSING,Call,App_924,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_354,MISSING,Call,App_924,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_355,CZL 118,Historic,App_925,None,,MISSING,2016-09-29 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_356,MISSING,Historic,App_933,332.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"An officer broke Birdie's leg while placing a band. The band was not removed until the applicant got in touch with the main office and demanded the band to be removed due to the extreme swelling it caused. The bird's leg turned black and the applicant had to seek assistance in San Igancio. It was a big expensive and she also had to travel. The bird currently does not have a band and Mrs. Reimer expressed that she does not want another band & FD was okay with it. Thankfully, Birdie's leg  recovered well. ",NA
Apply_359,CZL 25,Historic,App_943,None,,MISSING,2015-03-26 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_360,MISSING,Call,App_945,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,Applied at Cayo and was told to apply at Corozal since she was moving but didn't find any place there so will try to come back to Cayo and continue with the process.,NA
Apply_361,MISSING,Call,App_947,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_362,CZL 1,Historic,App_954,None,,MISSING,2014-16-04,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_363,CZL 54,Historic,App_956,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_364,BMP 78,Historic,App_957,None,,MISSING,2014-12-31 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_365,CZL 2,Historic,App_960,None,,MISSING,2014-18-06,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_366,MISSING,Historic,App_962,219.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_367,MISSING,Call,App_965,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good-they were friendly,NA
Apply_368,CZL 124,Historic,App_966,None,,MISSING,2016-10-14 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_369,CZL 23,Call,App_968,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good-they were friendly and banded the bird.,NA
Apply_370,CZL 87,Historic,App_969,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_371,MISSING,Historic,App_970,273.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_372,MISSING,Historic,App_971,75.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_373,MISSING,Historic,App_980,258.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_374,CZL 148*,Historic,App_985,None,,MISSING,2016-11-03 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_375,CZL 147,Historic,App_986,None,,MISSING,2016-10-31 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_376,MISSING,Call,App_988,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_377,MISSING,Historic,App_990,275.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_378,MISSING,Call,App_991,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Went to belmopan and applied. A lady and 2 men inspected home and said they would return after two months because he needed a bigger cage, however, he never heard from them again.",NA
Apply_379,BMP 40,Historic,App_1002,None,,MISSING,2014-04-11 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_380,MISSING,Historic,App_1005,339.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_381,MISSING,Call,App_1008,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Late Husband applied.,NA
Apply_382,MISSING,Historic,App_1010,239.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_383,CZL 88,Historic,App_1014,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_384,MISSING,Call,App_1018,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Straightforward,NA
Apply_385,MISSING,Historic,App_1019,356.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_386,CZL 47,Historic,App_1021,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_389,MISSING,Historic,App_1028,272.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_391,MISSING,Call,App_1034,138.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Hasn't submiteed an application for the two new birds but plans to do so soon.
Apply_392,CZL 69,Historic,App_1035,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_393,MISSING,Call,App_1036,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_395,MISSING,Call,App_1041,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,Wife applied and didn't have a follow-up,NA
Apply_396,CZL 10,Historic,App_1047,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_397,MISSING,Historic,App_1048,296.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_398,CZL 139,Historic,App_1061,None,,MISSING,2016-10-25 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_399,MISSING,Call,App_1062,265.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Straightforward,NA
Apply_400,MISSING,Historic,App_1063,333.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_401,MISSING,Call,App_1071,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,He previously worked at FD as a mechanic and he obtained the permit and band number for his bird.,NA
Apply_402,CZL 75,Historic,App_1073,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_403,CZL 15,Historic,App_1076,None,,MISSING,2014-04-29 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_404,MISSING,Call,App_1079,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_405,MISSING,Historic,App_1082,255.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA,NA
Apply_406,CZL 3,Historic,App_1086,None,,MISSING,2014-06-04 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_407,MISSING,Historic,App_1088,262.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_408,CZL 5,Historic,App_1089,None,,MISSING,2014-07-08 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_409,CZL 129,Historic,App_1090,None,,MISSING,2016-10-18 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_410,MISSING,Call,App_1092,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Home was inspected twice, she obtained a permit but did not get birds banded.",NA
Apply_411,MISSING,Call,App_1093,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Straightforward,NA
Apply_412,MISSING,Historic,App_1096,231.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_413,CZL 84,Historic,App_1102,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_414,BMP 42,Historic,App_1105,None,,MISSING,2015-04-21 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_415,MISSING,Historic,App_1106,282.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_416,MISSING,Historic,App_1112,271.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_417,CZL 27,Historic,App_1113,None,,MISSING,2014-08-14 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_418,MISSING,Call,App_1114,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,Terrible-never heard back,NA
Apply_419,MISSING,Historic,App_1119,None,,MISSING,2014-08-18 00:00:00,Yes,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_420,MISSING,Historic,App_1121,291.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_421,MISSING,Call,App_1122,260.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_422,MISSING,Call,App_1123,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_423,MISSING,Historic,App_1124,109.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_424,MISSING,Historic,App_1125,228.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_425,MISSING,Historic,App_1126,81.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_426,CZL 21,Historic,App_1127,None,,MISSING,2014-08-19 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_427,MISSING,Historic,App_1128,222.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_428,MISSING,Call,App_1133,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Forestry staff inspected home, banded bird and said it was very healthy. They explained to her how to take care of the bird.",NA
Apply_429,MISSING,Historic,App_1136,106.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
