eri_application_id,application_id,info_source,applicant_id_eri,applicant_id,status,range,application_date,application_signed,followup_done,followup_details,applied_previously,applied_previously_date,previously_approved,application_experience,application_comments
Apply_208,NULL,Historic,App_533,160,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_209,CZL 123,Historic,App_534,NULL,NULL,NULL,2016-10-06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_210,CZL 40,Historic,App_542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_211,NULL,Historic,App_549,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"He registered the parrot when it was small and was told he couldn't receive a permit due to the bird being too young, however, he had worked for forestry before and an arrangemenet was made.",NULL
Apply_212,NULL,Historic,App_550,240,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_213,CZL 133,Historic,App_553,NULL,NULL,NULL,2016-10-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_214,NULL,Call,App_555,307,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good- smooth process,NULL
Apply_215,CZL 24,Historic,App_558,NULL,NULL,NULL,2015-03-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_217,NULL,Call,App_562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_218,CZL 55,Historic,App_564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_219,CZL 52,Historic,App_565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_221,NULL,Historic,App_568,230,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_222,NULL,Call,App_570,276,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Goood,NULL
Apply_223,NULL,Historic,App_571,335,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_224,NULL,Historic,App_571,335,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_225,BMP 22,Historic,App_572,NULL,NULL,NULL,2014-12-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_226,NULL,Historic,App_573,187,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_227,NULL,Historic,App_574,NULL,NULL,NULL,2020-10-01,true,NULL,NULL,true,NULL,NULL,NULL,NULL
Apply_228,CZL 137,Historic,App_575,NULL,NULL,NULL,2016-10-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_229,NULL,Call,App_577,404,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_230,CZL 33,Historic,App_578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_231,CZL 153*,Historic,App_584,NULL,NULL,NULL,2017-05-26,false,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_233,NULL,Historic,App_593,293,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_234,NULL,Historic,App_593,293,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_235,NULL,Historic,App_593,293,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_236,NULL,Historic,App_593,293,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_237,NULL,Call,App_597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Was good,NULL
Apply_238,NULL,Historic,App_612,303,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_239,NULL,Historic,App_615,242,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_240,NULL,Historic,App_621,347,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_241,BMP 1,Historic,App_628,NULL,NULL,NULL,2014-12-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_242,CZL 62,Historic,App_630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_244,CZL 6,Historic,App_633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_245,CZL 44,Call,App_634,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_246,NULL,Call,App_637,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Doesn't have much to say. Applied and didn't have a follow-up,NULL
Apply_247,NULL,Historic,App_641,268,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_248,NULL,Call,App_642,357,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_249,CZL 57,Historic,App_643,338,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_250,BMP 35,Historic,App_647,NULL,NULL,NULL,2015-01-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_251,CZL 9,Call,App_648,363,Permit Awarded,Orange Walk,2015-03-03,NULL,NULL,NULL,NULL,NULL,NULL,"He didn't know it was illegal to have parrots. Someone told FD he had one and around the same time they were registering, so they approached his home and registered the bird there.",NULL
Apply_252,NULL,Call,App_649,302,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_254,BMP 31,Historic,App_655,NULL,NULL,NULL,2014-12-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_255,NULL,Call,App_658,90,NULL,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Went to cayo and everything was good,NULL
Apply_256,NULL,Historic,App_667,245,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_257,NULL,Historic,App_669,64,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_258,NULL,Call,App_670,227,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"When FD registered the bird, she told them to take it away. However, they told her the bird was already old and therefore would not survive in the wild.",NULL
Apply_259,NULL,Call,App_679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_260,NULL,Historic,App_681,254,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_261,CZL 126,Historic,App_683,NULL,NULL,NULL,2016-10-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_262,BMP 33,Historic,App_687,NULL,NULL,NULL,2015-07-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_263,NULL,Call,App_688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_264,CZL 101,Historic,App_691,NULL,NULL,NULL,2016-08-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_265,NULL,Historic,App_692,213,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_266,BMP 75,Historic,App_703,NULL,NULL,NULL,2014-12-23,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_267,CZL 78,Historic,App_704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_268,NULL,Historic,App_711,284,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_270,CZL 79,Historic,App_717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_271,NULL,Call,App_719,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_272,NULL,Historic,App_727,153,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_273,NULL,Call,App_732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good got bird banded,NULL
Apply_274,CZL 108,Historic,App_736,NULL,NULL,NULL,2016-09-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_275,NULL,Call,App_738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FD approached her home. They banded & registered the bird there.,NULL
Apply_276,NULL,Historic,App_739,75,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_277,CZL 98,Call,App_740,NULL,NULL,NULL,2016-06-30,NULL,NULL,NULL,NULL,NULL,NULL,FD approached her home. They banded & registered the bird there.,NULL
Apply_278,CZL 103,Historic,App_741,NULL,NULL,NULL,2016-08-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_279,CZL 151*,Historic,App_748,NULL,NULL,NULL,2017-06-23,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_280,NULL,Historic,App_749,91,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_281,NULL,Historic,App_750,247,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_282,NULL,Call,App_751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Good, was asked similar questions to the ones in this survey",NULL
Apply_283,CZL 77,Historic,App_755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_284,NULL,Historic,App_758,221,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_285,CZL 92,Historic,App_760,NULL,NULL,NULL,2016-03-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_286,NULL,Call,App_762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_287,BMP 23,Historic,App_765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_289,CZL 119,Historic,App_767,NULL,NULL,NULL,2016-09-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_290,NULL,Call,App_775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_291,NULL,Call,App_778,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_292,NULL,Call,App_779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Formal, measured cage and banded bird.",NULL
Apply_293,NULL,Historic,App_782,253,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_294,CZL85,Historic,App_783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_295,CZL 53,Historic,App_785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_296,NULL,Historic,App_786,246,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_297,NULL,Historic,App_790,257,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_298,NULL,Historic,App_793,216,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_299,NULL,Historic,App_795,236,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_300,NULL,Historic,App_796,304,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_301,CZL 109,Historic,App_800,NULL,NULL,NULL,2016-09-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_302,NULL,Call,App_801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Fd were visiting homes & they registered & banded bird at his house. It was a professional interaction. He helped in locating other parrot owners.,NULL
Apply_303,NULL,Call,App_802,387,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_305,NULL,Call,App_807,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_306,NULL,Historic,App_809,287,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_307,NULL,Call,App_810,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_309,CZL 93,Call,App_815,NULL,NULL,NULL,2016-03-06,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_310,NULL,Call,App_818,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Husband went and filled out applicantion,NULL
Apply_311,CZL 141,Historic,App_819,NULL,NULL,NULL,2016-10-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_312,BMP 52,Historic,App_820,NULL,NULL,NULL,2014-12-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_313,NULL,Call,App_824,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_314,CZL 110,Historic,App_826,NULL,NULL,NULL,2016-09-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_316,NULL,Historic,App_828,NULL,NULL,NULL,2017-07-20,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_317,CZL 58,Call,App_829,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_318,NULL,Historic,App_833,224,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_319,NULL,Call,App_834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Did not recieve a band for the parrot.,NULL
Apply_320,NULL,Historic,App_839,298,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_321,CZL 42,Historic,App_840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_322,CZL 132,Historic,App_842,NULL,NULL,NULL,2016-10-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_323,CZL 60,Historic,App_844,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_324,NULL,Historic,App_849,377,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_325,NULL,Historic,App_849,377,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_326,NULL,Call,App_851,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_327,NULL,Call,App_852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Did it online, was great",NULL
Apply_328,BMP 21,Call,App_854,NULL,NULL,NULL,2014-12-29,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_329,CZL 152*,Historic,App_1584,NULL,NULL,NULL,2017-01-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unsure if 1 or 2 applications for App_1584
Apply_330,NULL,Call,App_858,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_331,NULL,Call,App_860,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_332,NULL,Historic,App_869,238,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_333,CZL 91,Historic,App_871,NULL,NULL,NULL,2016-03-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_334,NULL,Historic,App_873,281,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_335,CZL 82,Historic,App_875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_336,NULL,Historic,App_878,233,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_337,CZL 125,Historic,App_881,NULL,NULL,NULL,2016-10-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_338,CZL 145,Historic,App_885,NULL,NULL,NULL,2016-10-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_339,NULL,Call,App_891,277,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U,NULL
Apply_340,NULL,Call,App_892,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_341,NULL,Historic,App_894,79,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_342,CZL 156*,Historic,App_897,336,Permit Awarded,Orange Walk,2017-07-19,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_343,NULL,Call,App_899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_344,BMP 36,Historic,App_901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_345,CZL 130,Historic,App_904,NULL,NULL,NULL,2016-10-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_346,NULL,Historic,App_909,83,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_347,NULL,Historic,App_913,354,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_348,NULL,Call,App_914,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_349,NULL,Call,App_918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good but didn't get bird banded,NULL
Apply_350,NULL,Call,App_919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Didn't get a response so doesn't have much to say,NULL
Apply_351,NULL,Call,App_920,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,"The applicant contacted FD twice but was only told, ""application still in process"".",NULL
Apply_352,CZL 51,Historic,App_921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_353,NULL,Call,App_924,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_354,NULL,Call,App_924,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_355,CZL 118,Historic,App_925,NULL,NULL,NULL,2016-09-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_356,NULL,Historic,App_933,332,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"An officer broke Birdie's leg while placing a band. The band was not removed until the applicant got in touch with the main office and demanded the band to be removed due to the extreme swelling it caused. The bird's leg turned black and the applicant had to seek assistance in San Igancio. It was a big expensive and she also had to travel. The bird currently does not have a band and Mrs. Reimer expressed that she does not want another band & FD was okay with it. Thankfully, Birdie's leg  recovered well. ",NULL
Apply_359,CZL 25,Historic,App_943,NULL,NULL,NULL,2015-03-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_360,NULL,Call,App_945,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Applied at Cayo and was told to apply at Corozal since she was moving but didn't find any place there so will try to come back to Cayo and continue with the process.,NULL
Apply_361,NULL,Call,App_947,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_362,CZL 1,Historic,App_954,NULL,NULL,NULL,2014-16-04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_363,CZL 54,Historic,App_956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_364,BMP 78,Historic,App_957,NULL,NULL,NULL,2014-12-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_365,CZL 2,Historic,App_960,NULL,NULL,NULL,2014-18-06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_366,NULL,Historic,App_962,219,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_367,NULL,Call,App_965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good-they were friendly,NULL
Apply_368,CZL 124,Historic,App_966,NULL,NULL,NULL,2016-10-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_369,CZL 23,Call,App_968,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good-they were friendly and banded the bird.,NULL
Apply_370,CZL 87,Historic,App_969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_371,NULL,Historic,App_970,273,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_372,NULL,Historic,App_971,75,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_373,NULL,Historic,App_980,258,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_374,CZL 148*,Historic,App_985,NULL,NULL,NULL,2016-11-03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_375,CZL 147,Historic,App_986,NULL,NULL,NULL,2016-10-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_376,NULL,Call,App_988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_377,NULL,Historic,App_990,275,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_378,NULL,Call,App_991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Went to belmopan and applied. A lady and 2 men inspected home and said they would return after two months because he needed a bigger cage, however, he never heard from them again.",NULL
Apply_379,BMP 40,Historic,App_1002,NULL,NULL,NULL,2014-04-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_380,NULL,Historic,App_1005,339,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_381,NULL,Call,App_1008,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Late Husband applied.,NULL
Apply_382,NULL,Historic,App_1010,239,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_383,CZL 88,Historic,App_1014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_384,NULL,Call,App_1018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Straightforward,NULL
Apply_385,NULL,Historic,App_1019,356,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_386,CZL 47,Historic,App_1021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_389,NULL,Historic,App_1028,272,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_391,NULL,Call,App_1034,138,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hasn't submiteed an application for the two new birds but plans to do so soon.
Apply_392,CZL 69,Historic,App_1035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_393,NULL,Call,App_1036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_395,NULL,Call,App_1041,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Wife applied and didn't have a follow-up,NULL
Apply_396,CZL 10,Historic,App_1047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_397,NULL,Historic,App_1048,296,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_398,CZL 139,Historic,App_1061,NULL,NULL,NULL,2016-10-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_399,NULL,Call,App_1062,265,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Straightforward,NULL
Apply_400,NULL,Historic,App_1063,333,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_401,NULL,Call,App_1071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,He previously worked at FD as a mechanic and he obtained the permit and band number for his bird.,NULL
Apply_402,CZL 75,Historic,App_1073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_403,CZL 15,Historic,App_1076,NULL,NULL,NULL,2014-04-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_404,NULL,Call,App_1079,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_405,NULL,Historic,App_1082,255,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_406,CZL 3,Historic,App_1086,NULL,NULL,NULL,2014-06-04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_407,NULL,Historic,App_1088,262,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_408,CZL 5,Historic,App_1089,NULL,NULL,NULL,2014-07-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_409,CZL 129,Historic,App_1090,NULL,NULL,NULL,2016-10-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_410,NULL,Call,App_1092,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Home was inspected twice, she obtained a permit but did not get birds banded.",NULL
Apply_411,NULL,Call,App_1093,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Straightforward,NULL
Apply_412,NULL,Historic,App_1096,231,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_413,CZL 84,Historic,App_1102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_414,BMP 42,Historic,App_1105,NULL,NULL,NULL,2015-04-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
