eri_application_id,application_id,info_source,applicant_id_eri,applicant_id,status,range,application_date,application_signed,followup_done,followup_details,applied_previously,applied_previously_date,previously_approved,application_experience,application_comments
Apply_415,NULL,Historic,App_1106,282,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_416,NULL,Historic,App_1112,271,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_417,CZL 27,Historic,App_1113,NULL,NULL,NULL,2014-08-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_418,NULL,Call,App_1114,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Terrible-never heard back,NULL
Apply_419,NULL,Historic,App_1119,NULL,NULL,NULL,2014-08-18,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_420,NULL,Historic,App_1121,291,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_421,NULL,Call,App_1122,260,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_422,NULL,Call,App_1123,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_423,NULL,Historic,App_1124,109,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_424,NULL,Historic,App_1125,228,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_425,NULL,Historic,App_1126,81,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_426,CZL 21,Historic,App_1127,NULL,NULL,NULL,2014-08-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_427,NULL,Historic,App_1128,222,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_428,NULL,Call,App_1133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Forestry staff inspected home, banded bird and said it was very healthy. They explained to her how to take care of the bird.",NULL
Apply_429,NULL,Historic,App_1136,106,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_430,CZL 29,Historic,App_1139,NULL,NULL,NULL,2014-06-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_431,NULL,Call,App_1142,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bird was registered at her home. She was not present when it happened.,NULL
Apply_432,NULL,Historic,App_1143,278,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_434,CZL 45,Historic,App_1149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_435,CZL 86,Historic,App_1150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_437,NULL,Call,App_1158,135,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FD expected home. It was a satisfactory experience.,NULL
Apply_438,NULL,Historic,App_1159,237,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_439,CZL 28,Historic,App_1163,NULL,NULL,NULL,2014-07-07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_440,CZL 106,Historic,App_1163,NULL,NULL,NULL,2016-09-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_441,CZL 64,Historic,App_1164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_442,CZL 96,Historic,App_1165,NULL,NULL,NULL,2016-06-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_443,CZL 80,Historic,App_1169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_444,CZL 37,Call,App_1171,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_445,NULL,Call,App_1177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Miss Tun's sister applied on her behalf bc she was also going to register her parrot.,NULL
Apply_446,NULL,Call,App_1179,NULL,NULL,NULL,NULL,NULL,false,"Fd inspected home and said they would get back to him and provide him with a permit and a band for the bird, but never did.",NULL,NULL,NULL,NULL,NULL
Apply_448,BMP 43,Historic,App_1183,NULL,NULL,NULL,2014-04-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_449,NULL,Historic,App_1192,252,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_450,NULL,Historic,App_1195,292,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_451,NULL,Call,App_1197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,It was an easy process.,NULL
Apply_453,NULL,Call,App_1201,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No complaints,NULL
Apply_454,CZL 61,Historic,App_1202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_455,NULL,Historic,App_1210,343,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_456,NULL,Historic,App_1213,100,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_457,NULL,Historic,App_1214,234,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_458,NULL,Call,App_1215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Doesn't remember,NULL
Apply_459,NULL,Historic,App_1216,267,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_460,NULL,Historic,App_1218,102,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_461,CZL 136,Historic,App_1224,NULL,NULL,NULL,2016-10-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_462,NULL,Historic,App_1227,225,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_463,NULL,Call,App_1236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_464,NULL,Call,App_1239,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_465,CZL 12,Historic,App_1241,NULL,NULL,NULL,2015-01-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_466,BMP 34,Historic,App_1244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_467,CZL 59,Historic,App_1245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_468,NULL,Historic,App_1246,214,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_469,NULL,Call,App_1250,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,Easy,NULL
Apply_470,CZL 18,Historic,App_1256,NULL,NULL,NULL,2015-03-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_471,NULL,Historic,App_1257,280,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_472,NULL,Historic,App_1261,259,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_475,BMP 44,Historic,App_1273,NULL,NULL,NULL,2014-09-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_477,NULL,Historic,App_1282,256,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_478,NULL,Historic,App_1283,92,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_479,NULL,Historic,App_1283,92,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_480,NULL,Historic,App_1284,110,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_481,NULL,Historic,App_1285,111,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_482,NULL,Historic,App_1286,113,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_483,NULL,Historic,App_1287,114,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_484,NULL,Historic,App_1288,115,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_485,NULL,Historic,App_1289,116,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_486,NULL,Historic,App_1289,116,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_487,NULL,Historic,App_1290,117,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_488,NULL,Historic,App_1291,118,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rate them 9.5 out of 10,NULL
Apply_489,NULL,Historic,App_1292,119,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_490,NULL,Historic,App_1293,120,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_491,NULL,Historic,App_1294,121,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_492,NULL,Historic,App_1295,122,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_493,NULL,Historic,App_1296,123,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Very well,NULL
Apply_495,NULL,Historic,App_1298,125,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_496,NULL,Historic,App_1299,126,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_497,NULL,Historic,App_1300,127,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_498,NULL,Historic,App_1301,128,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_499,NULL,Historic,App_1302,133,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_502,NULL,Historic,App_1305,124,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_503,NULL,Historic,App_1298,125,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_504,NULL,Historic,App_1307,188,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_505,NULL,Historic,App_1308,201,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_506,NULL,Historic,App_1309,229,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_507,NULL,Historic,App_1310,235,Permit Awarded,San Ignacio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_509,NULL,Historic,App_1313,305,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_510,NULL,Historic,App_1314,306,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_511,NULL,Historic,App_1315,307,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_512,NULL,Historic,App_1315,307,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_513,NULL,Call,App_1316,309,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Fd inspected home and advised to have the parrot on a fruit and vegatbles diet.,NULL
Apply_514,NULL,Historic,App_1317,310,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_515,NULL,Historic,App_1318,311,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_516,BZ 95*,Historic,App_1319,312,Permit Awarded,Belmopan,2018-04-09,true,true,Approved,false,NULL,NULL,NULL,NULL
Apply_517,NULL,Historic,App_1320,313,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_518,BMP 144,Historic,App_1321,315,Permit Awarded,Belmopan,2018-04-17,true,true,Approved after 3rd submission; no site visit conducted,true,NULL,NULL,NULL,NULL
Apply_519,BMP 146*,Historic,App_1322,316,Permit Awarded,Belmopan,2018-04-19,true,true,Approved,NULL,NULL,NULL,NULL,NULL
Apply_520,BMP 147*,Historic,App_1323,317,Permit Awarded,Belmopan,2018-01-08,true,true,Approved,false,NULL,NULL,NULL,NULL
Apply_521,NULL,Historic,App_1324,319,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_522,NULL,Historic,App_1325,320,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_523,NULL,Call,App_1326,322,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"After she found the bird and nurtured it for a while, she went to forestry and asked them if she could keep it and if not, they could take it. However, forestry saw how well taken care of the bird was, and after a couple inspections, the bird was banded and a permit was given to applicant.",NULL
Apply_524,BMP 110,Historic,App_1327,323,Permit Awarded,Belmopan,2016-10-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_525,BMP 154*,Call,App_1328,324,Permit Awarded,Belmopan,2019-01-24,NULL,NULL,NULL,NULL,NULL,NULL,FD approached home and asked if they had a parrot. The bird was registered there.,NULL
Apply_526,NULL,Historic,App_1329,325,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_527,NULL,Historic,App_1330,326,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_528,NULL,Historic,App_1331,327,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_529,NULL,Historic,App_1332,328,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_530,NULL,Historic,App_1333,342,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_531,NULL,Historic,App_1334,344,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_532,NULL,Historic,App_1335,350,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_533,NULL,Historic,App_1336,352,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_534,NULL,Historic,App_1336,352,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_536,NULL,Historic,App_1338,358,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_537,NULL,Historic,App_1339,361,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_538,NULL,Historic,App_1341,366,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_539,NULL,Historic,App_1342,367,Permit Awarded,Orange Walk,2020-05-29,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_540,NULL,Historic,App_1343,368,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_541,NULL,Historic,App_1344,369,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_542,NULL,Historic,App_1345,370,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_543,NULL,Historic,App_1346,371,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_544,NULL,Historic,App_1347,372,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_545,NULL,Historic,App_1348,373,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_546,NULL,Historic,App_1348,373,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_547,NULL,Historic,App_1348,373,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_548,NULL,Historic,App_1349,376,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_549,NULL,Historic,App_1350,380,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_550,NULL,Call,App_1351,382,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good and easy,NULL
Apply_551,NULL,Historic,App_1354,383,Permit Awarded,Belmopan,2022-10-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_552,NULL,Historic,App_1353,384,Permit Awarded,Orange Walk,2023-09-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_553,NULL,Historic,App_1354,383,Permit Awarded,Belmopan,2022-10-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_554,NULL,Historic,App_1355,386,Permit Awarded,Savannah,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_555,NULL,Historic,App_1356,389,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_556,NULL,Historic,App_1357,390,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_557,NULL,Historic,App_1358,391,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_558,NULL,Historic,App_1359,392,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_559,NULL,Historic,App_1360,393,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_560,NULL,Call,App_1361,394,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_561,NULL,Historic,App_1362,321,Permit Awarded,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_562,NULL,Historic,App_1366,NULL,Permit Awarded,NULL,2014-10-14,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_563,NULL,Historic,App_1389,NULL,Permit Awarded,NULL,2014-12-31,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_564,NULL,Historic,App_1399,NULL,Permit Awarded,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_565,NULL,Call,App_1438,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U,It was the applicant's dad who applied.
Apply_566,NULL,Call,App_1443,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wonderful,NULL
Apply_567,NULL,Historic,App_1447,99,Permit Awarded,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_570,BMP 137*,Historic,App_1463,NULL,NULL,NULL,2017-06-09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_571,BMP 45,Historic,App_1464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_572,NULL,Historic,App_1465,NULL,NULL,NULL,2019-07-06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_573,BMP 160*,Historic,App_1466,NULL,NULL,NULL,2019-08-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_574,BMP 158*,Call,App_1467,NULL,NULL,NULL,2019-05-10,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_575,BMP 157*,Historic,App_1468,NULL,NULL,NULL,2019-05-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_576,BMP 13,Historic,App_1469,NULL,NULL,NULL,2016-10-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_577,BMP 19,Historic,App_1470,NULL,NULL,NULL,2017-06-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_578,BMP 18,Historic,App_1471,NULL,NULL,NULL,2014-12-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_579,BMP 17,Historic,App_1472,NULL,NULL,NULL,2015-08-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_580,BMP 16,Historic,App_1473,NULL,NULL,NULL,2015-08-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_581,BMP 15,Historic,App_1474,NULL,NULL,NULL,2016-10-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_582,BMP 14,Historic,App_1475,NULL,NULL,NULL,2016-10-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_583,BMP 12,Historic,App_1476,NULL,NULL,NULL,2016-10-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_584,BMP 6,Historic,App_1477,NULL,NULL,NULL,2016-03-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_585,BMP 11,Call,App_1478,NULL,NULL,NULL,2016-10-17,NULL,false,NULL,NULL,NULL,NULL,Submission was made online.,NULL
Apply_586,BMP 10,Historic,App_1479,NULL,NULL,NULL,2016-10-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_587,BMP 9,Historic,App_1480,NULL,NULL,NULL,2016-10-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_588,BMP 8,Historic,App_1481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_589,BMP 7,Historic,App_1482,NULL,NULL,NULL,2016-08-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_590,BMP 5,Historic,App_1483,NULL,NULL,NULL,2016-05-03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_591,BMP 4,Call,App_1484,NULL,NULL,NULL,2016-02-01,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_592,BMP 3,Historic,App_1485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_593,BMP 2,Historic,App_1486,NULL,NULL,NULL,2016-09-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_594,BMP 156*,Historic,App_1487,NULL,NULL,NULL,2019-02-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_595,BMP 113,Historic,App_1488,NULL,NULL,NULL,2018-04-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_596,NULL,Call,App_1493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A lady from FD  inspected his home,NULL
Apply_597,Bmp 94,Historic,App_1507,NULL,NULL,NULL,2016-10-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_598,Bmp 138,Historic,App_1508,NULL,NULL,NULL,2017-05-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_599,Bmp 143,Historic,App_1509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_600,Bmp 113,Historic,App_1510,NULL,NULL,NULL,2016-10-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_601,BMP 153*,Call,App_1511,NULL,NULL,NULL,2019-01-25,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_602,BMP 152*,Historic,App_1512,NULL,NULL,NULL,2019-01-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_603,Bmp 55,Call,App_1513,NULL,NULL,NULL,2016-10-24,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_604,CZL 83,Historic,App_1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_605,CZL 84,Historic,App_1514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_606,CZL 140,Historic,App_1514,NULL,NULL,NULL,2016-10-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_607,BMP 135,Historic,App_1514,NULL,NULL,NULL,2017-04-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_608,BMP 77,Historic,App_1515,NULL,NULL,NULL,2015-06-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_609,BMP 82,Historic,App_1516,NULL,NULL,NULL,2016-10-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_610,BMP 83,Historic,App_1517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_611,BMP 63,Historic,App_1518,NULL,NULL,NULL,2016-11-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_612,BMP 57,Historic,App_1519,NULL,NULL,NULL,2015-05-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_613,BMP 136,Historic,App_1520,NULL,NULL,NULL,2017-01-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_614,NULL,Call,App_1522,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Terrible-Fd took away 2 quash that were like his kids, also they took away monkeys & crocodiles. He had them for about 9 years",NULL
Apply_615,NULL,Call,App_1523,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_616,NULL,Call,App_1525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Applicant was told she would receive bands but did not,"Has 'preconditions for issuance of CWP' #502, in 2020"
Apply_618,NULL,Call,App_1527,NULL,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,"Has 'preconditions for issuance of CWP' #503, in 2020"
Apply_620,NULL,Call,App_1529,NULL,NULL,NULL,2024-04-11,true,false,NULL,false,NULL,NULL,NULL,NULL
Apply_621,NULL,Call,App_1530,NULL,NULL,NULL,2024-05-13,true,false,NULL,false,NULL,NULL,NULL,NULL
